amount,transaction_type,location,transaction_hour,device_type,transaction_freq,account_age_days,failed_attempts,is_new_device
1211.03,pos_payment,local,9,tablet,4,922,1,1
9775.04,online_purchase,domestic,10,desktop,11,3353,0,0
13071.14,atm_withdrawal,local,18,desktop,4,1609,1,1
9513.52,atm_withdrawal,domestic,10,desktop,5,2474,1,0
6435.39,pos_payment,local,12,desktop,3,1570,1,1
6466.15,online_purchase,domestic,15,mobile,6,2625,0,0
538.48,crypto_transfer,local,18,mobile,6,1293,0,1
8019.01,atm_withdrawal,local,15,mobile,6,2070,0,0
14903.14,atm_withdrawal,domestic,16,desktop,10,2288,0,0
14380.61,online_purchase,domestic,8,desktop,6,1705,1,1
605.99,crypto_transfer,domestic,18,desktop,7,1466,0,1
10586.96,online_purchase,local,10,tablet,10,1140,0,0
4526.47,crypto_transfer,local,8,mobile,9,2792,1,0
13544.84,atm_withdrawal,domestic,19,desktop,4,1222,0,1
676.72,crypto_transfer,domestic,9,mobile,2,1584,1,1
14038.11,online_purchase,local,8,mobile,8,1714,1,0
12562.14,online_purchase,domestic,14,desktop,9,2057,1,1
1762.57,crypto_transfer,domestic,10,mobile,7,2782,1,0
897.37,crypto_transfer,domestic,8,mobile,4,1980,0,0
12520.61,pos_payment,local,14,tablet,9,3274,0,1
2336.37,online_purchase,domestic,16,tablet,8,2715,1,1
8023.47,crypto_transfer,local,17,mobile,7,3179,0,1
13736.17,atm_withdrawal,domestic,8,mobile,10,2822,0,0
8511.72,crypto_transfer,local,13,mobile,9,1165,1,0
5958.5,crypto_transfer,domestic,17,desktop,8,3586,0,1
6675.24,crypto_transfer,domestic,8,tablet,8,3027,0,1
946.76,pos_payment,domestic,9,mobile,8,2403,0,1
14531.28,pos_payment,local,6,mobile,7,1213,0,0
4659.81,pos_payment,local,13,desktop,6,1235,1,1
2840.45,online_purchase,domestic,8,tablet,8,2524,0,1
4290.71,atm_withdrawal,domestic,16,desktop,7,1946,0,1
14465.6,pos_payment,domestic,19,tablet,6,2704,0,0
1414.29,crypto_transfer,local,9,desktop,3,1818,1,0
13009.55,pos_payment,domestic,15,mobile,8,2228,0,1
10617.66,pos_payment,local,9,desktop,8,1279,0,0
12450.29,online_purchase,local,6,tablet,5,1184,1,1
14638.46,atm_withdrawal,local,16,desktop,5,952,0,0
12632.32,pos_payment,domestic,12,mobile,4,3123,1,1
14150.74,crypto_transfer,local,19,mobile,10,2352,0,0
1904.03,atm_withdrawal,local,13,desktop,10,3496,0,0
11936.83,online_purchase,domestic,8,desktop,7,2919,0,0
8185.14,atm_withdrawal,domestic,12,desktop,6,2975,1,0
8152.43,online_purchase,local,9,desktop,8,2217,0,1
13483.82,pos_payment,local,18,desktop,7,3111,0,1
14577.06,pos_payment,domestic,15,desktop,11,3481,1,1
10572.57,crypto_transfer,local,10,mobile,2,2838,0,1
7244.08,crypto_transfer,local,13,desktop,2,1039,1,0
6846.06,online_purchase,domestic,15,desktop,7,2631,1,1
5795.12,online_purchase,local,17,tablet,4,1082,1,1
5423.99,atm_withdrawal,domestic,7,tablet,7,956,0,0
5872.6,online_purchase,local,6,desktop,9,2754,0,1
1346.3,crypto_transfer,local,7,mobile,3,3168,1,1
1161.54,online_purchase,local,11,mobile,6,1194,0,0
11698.05,online_purchase,local,12,mobile,8,947,0,0
6691.09,crypto_transfer,local,8,mobile,9,3319,1,1
13960.27,crypto_transfer,local,11,tablet,6,1117,1,1
9183.32,online_purchase,domestic,12,mobile,4,833,0,0
527.64,atm_withdrawal,domestic,7,mobile,7,2836,0,1
2362.85,pos_payment,local,18,desktop,6,3205,1,1
3087.3,pos_payment,domestic,14,mobile,9,2233,1,1
14636.04,crypto_transfer,domestic,11,tablet,7,2307,0,1
3280.56,atm_withdrawal,domestic,13,tablet,4,1714,0,1
7736.34,online_purchase,local,10,tablet,9,1427,0,0
14042.65,atm_withdrawal,local,18,desktop,7,2935,0,1
14657.89,pos_payment,local,14,desktop,4,3210,0,0
3545.41,pos_payment,local,13,desktop,7,1669,1,1
736.76,pos_payment,local,18,mobile,10,1530,0,1
2304.03,crypto_transfer,domestic,17,desktop,8,1513,0,1
949.93,crypto_transfer,domestic,17,tablet,5,878,1,0
2926.86,atm_withdrawal,local,9,mobile,8,1551,0,0
8528.55,atm_withdrawal,domestic,8,mobile,4,806,0,1
13686.73,pos_payment,local,15,desktop,7,3032,1,1
8058.28,atm_withdrawal,domestic,12,desktop,7,1478,0,1
9389.84,atm_withdrawal,domestic,15,tablet,4,2746,1,0
3028.01,online_purchase,local,16,tablet,5,2316,0,0
12008.75,atm_withdrawal,domestic,10,tablet,10,3176,0,1
9266.83,pos_payment,domestic,10,desktop,4,3534,1,1
12962.05,crypto_transfer,domestic,13,tablet,9,1803,0,1
14232.65,crypto_transfer,domestic,10,mobile,8,989,1,1
5218.51,atm_withdrawal,domestic,15,desktop,7,2919,0,0
1358.69,online_purchase,local,16,mobile,3,793,1,0
3388.93,online_purchase,local,12,tablet,4,1382,0,1
6567.62,atm_withdrawal,domestic,16,desktop,4,886,1,1
14185.4,pos_payment,local,13,desktop,7,3353,1,0
5674.65,crypto_transfer,domestic,16,mobile,11,746,0,0
11561.6,crypto_transfer,domestic,9,tablet,10,2169,0,0
8107.15,online_purchase,domestic,16,desktop,2,1969,0,1
2742.13,pos_payment,local,16,tablet,4,2636,1,1
4811.01,atm_withdrawal,domestic,9,desktop,3,1577,0,0
9797.88,online_purchase,local,13,mobile,11,3281,1,1
10092.8,pos_payment,local,18,desktop,4,2875,0,0
6521.4,online_purchase,local,9,desktop,4,1993,0,1
3429.68,atm_withdrawal,domestic,16,mobile,7,1776,1,1
10828.6,pos_payment,domestic,19,mobile,7,3113,0,0
2533.1,atm_withdrawal,local,18,tablet,4,2941,0,1
14050.05,pos_payment,domestic,11,desktop,8,1896,1,0
2818.55,atm_withdrawal,local,14,desktop,3,1727,1,0
1609.69,crypto_transfer,domestic,19,desktop,2,844,0,0
7464.72,online_purchase,local,14,tablet,3,969,0,1
7793.24,online_purchase,domestic,7,mobile,5,888,0,1
7622.89,pos_payment,domestic,6,desktop,11,802,1,1
6550.01,atm_withdrawal,domestic,17,mobile,7,1177,0,1
14922.22,pos_payment,local,12,mobile,9,3233,1,0
7294.21,online_purchase,domestic,9,mobile,5,3061,1,1
7169.2,pos_payment,domestic,11,desktop,8,3199,1,1
6326.49,crypto_transfer,domestic,16,desktop,11,2552,0,0
1002.39,online_purchase,domestic,12,desktop,5,2553,0,1
8894.35,atm_withdrawal,domestic,18,tablet,11,1093,0,0
3419.52,crypto_transfer,local,16,desktop,8,2771,0,1
9564.13,pos_payment,domestic,19,desktop,9,1548,0,1
762.5,online_purchase,local,18,tablet,4,2247,1,1
14720.81,online_purchase,domestic,9,desktop,8,3518,0,0
7035.08,crypto_transfer,local,15,tablet,6,3272,0,1
13451.33,crypto_transfer,local,6,mobile,10,1412,1,1
7133.42,atm_withdrawal,domestic,19,tablet,10,2881,1,1
904.96,atm_withdrawal,domestic,9,tablet,5,1035,0,1
12333.2,crypto_transfer,domestic,15,desktop,10,809,1,1
9722.76,online_purchase,domestic,17,mobile,10,813,1,1
11726.36,online_purchase,local,8,desktop,7,1228,0,0
6422.55,crypto_transfer,local,17,tablet,3,2759,1,0
9569.05,online_purchase,local,6,desktop,3,1791,0,0
12843.44,crypto_transfer,domestic,12,mobile,3,777,0,0
9465.98,atm_withdrawal,domestic,12,mobile,3,3615,0,1
5215.1,crypto_transfer,domestic,11,desktop,11,2288,0,1
9937.94,online_purchase,domestic,14,tablet,4,1881,1,1
10077.81,crypto_transfer,local,18,desktop,8,2245,1,1
14408.8,online_purchase,domestic,10,tablet,8,2249,0,0
5563.68,online_purchase,domestic,14,tablet,8,2104,1,0
6376.23,pos_payment,domestic,18,mobile,4,2520,0,0
12181.84,pos_payment,local,16,mobile,7,3316,0,1
7586.43,crypto_transfer,local,6,tablet,7,1612,1,0
11048.6,online_purchase,domestic,19,desktop,7,2152,0,1
6895.64,online_purchase,local,6,tablet,4,741,1,1
3232.43,pos_payment,domestic,14,tablet,8,3241,0,0
11178.06,crypto_transfer,local,14,desktop,3,1624,1,1
1967.33,atm_withdrawal,domestic,17,mobile,7,1523,0,1
2978.75,crypto_transfer,domestic,8,tablet,6,3643,0,1
9402.37,crypto_transfer,domestic,8,desktop,4,2437,1,0
11209.05,crypto_transfer,local,16,mobile,9,1090,1,0
13420.32,pos_payment,local,8,desktop,4,1506,0,1
4088.8,pos_payment,local,12,mobile,10,1762,1,1
1660.86,pos_payment,domestic,16,mobile,10,3609,0,1
14340.7,pos_payment,local,15,desktop,5,1988,0,0
2316.35,pos_payment,domestic,9,desktop,5,1403,0,0
2965.0,pos_payment,local,10,desktop,3,2394,1,0
4369.94,atm_withdrawal,local,19,tablet,10,1912,1,1
7940.87,pos_payment,domestic,12,desktop,8,891,1,0
13242.38,crypto_transfer,domestic,6,tablet,2,3244,1,1
11408.19,crypto_transfer,domestic,9,tablet,6,777,0,1
10622.36,pos_payment,domestic,10,tablet,3,3354,0,0
2627.71,online_purchase,domestic,20,mobile,7,3042,0,1
5365.24,pos_payment,domestic,10,tablet,6,952,1,0
7176.07,atm_withdrawal,domestic,6,mobile,3,2843,0,0
2211.39,online_purchase,local,13,desktop,9,2981,1,1
4101.45,online_purchase,domestic,7,desktop,4,2489,1,0
4625.0,pos_payment,domestic,10,mobile,7,2417,1,1
1909.14,crypto_transfer,local,19,mobile,8,876,0,1
8253.6,pos_payment,domestic,15,tablet,10,904,0,1
10575.42,atm_withdrawal,domestic,6,tablet,6,2854,1,0
1048.97,online_purchase,domestic,12,mobile,10,1039,1,1
7216.85,pos_payment,local,8,desktop,5,1437,0,0
11733.17,online_purchase,domestic,7,mobile,10,2187,1,1
11219.85,crypto_transfer,domestic,14,tablet,4,1210,1,0
12226.1,crypto_transfer,local,13,tablet,8,3036,0,1
6723.61,crypto_transfer,local,16,tablet,3,3088,1,0
12308.36,atm_withdrawal,local,18,desktop,11,3189,0,1
3611.3,online_purchase,local,9,mobile,10,875,1,0
5412.16,atm_withdrawal,domestic,18,mobile,6,1980,0,1
2645.33,crypto_transfer,domestic,13,mobile,7,3203,0,1
7012.27,online_purchase,local,9,tablet,7,1791,0,0
5880.9,crypto_transfer,local,17,mobile,4,2762,1,0
3613.91,online_purchase,domestic,6,tablet,8,2451,1,0
11276.71,online_purchase,local,13,tablet,8,1744,0,0
4707.7,online_purchase,domestic,16,mobile,7,1538,0,1
4092.06,crypto_transfer,local,10,tablet,3,2636,0,1
1963.35,pos_payment,local,18,tablet,10,1121,0,1
6582.33,atm_withdrawal,domestic,9,desktop,3,3242,1,0
4544.47,pos_payment,local,17,desktop,8,2414,0,0
5539.09,pos_payment,domestic,7,mobile,3,1056,1,1
3539.96,pos_payment,local,8,desktop,3,2785,1,0
11447.33,pos_payment,domestic,11,tablet,2,1989,0,0
13950.05,online_purchase,domestic,18,desktop,5,1327,1,0
7468.98,atm_withdrawal,domestic,8,mobile,8,3536,1,1
9644.98,pos_payment,local,18,desktop,7,2832,1,1
13007.58,online_purchase,domestic,9,tablet,8,2462,1,0
14982.44,atm_withdrawal,domestic,12,mobile,8,3209,0,1
9202.75,online_purchase,local,11,tablet,3,2318,0,1
13346.69,crypto_transfer,local,7,mobile,2,2020,1,1
13629.12,online_purchase,domestic,19,mobile,7,1284,0,1
11871.77,online_purchase,local,12,desktop,8,1179,1,1
6913.97,pos_payment,domestic,15,desktop,7,1992,1,1
1217.31,online_purchase,domestic,14,tablet,4,2062,0,1
237.08,atm_withdrawal,local,13,mobile,9,2871,0,1
7158.01,atm_withdrawal,domestic,14,mobile,3,2021,0,1
7414.72,online_purchase,domestic,18,desktop,8,2462,1,0
6110.44,crypto_transfer,local,15,tablet,3,3161,0,0
8522.51,pos_payment,domestic,13,tablet,8,3631,0,0
8282.44,online_purchase,local,15,desktop,6,1672,1,0
12549.2,pos_payment,local,14,tablet,8,3364,1,1
1629.86,pos_payment,domestic,12,tablet,2,3084,1,0
3377.66,pos_payment,local,14,tablet,7,929,1,1
11895.07,pos_payment,domestic,12,tablet,3,1706,0,0
12717.55,crypto_transfer,local,16,desktop,8,1370,1,0
14922.36,atm_withdrawal,domestic,19,tablet,3,2670,1,0
13093.68,atm_withdrawal,local,19,mobile,3,2352,0,1
13348.49,pos_payment,domestic,17,desktop,8,2175,0,0
4715.22,crypto_transfer,domestic,14,tablet,3,2960,0,1
6024.92,pos_payment,domestic,16,mobile,4,1704,1,0
4021.28,online_purchase,domestic,8,desktop,9,1848,1,1
9094.49,atm_withdrawal,domestic,12,tablet,9,3258,1,1
14082.08,pos_payment,domestic,9,mobile,10,3569,1,1
5169.61,online_purchase,domestic,6,tablet,5,2997,0,1
8355.03,crypto_transfer,domestic,19,desktop,7,1364,1,1
4444.49,crypto_transfer,domestic,18,tablet,9,1060,1,0
2547.0,crypto_transfer,domestic,13,desktop,3,1342,1,0
2927.78,online_purchase,local,9,mobile,8,1965,0,1
869.18,pos_payment,domestic,15,tablet,3,1422,1,1
14239.4,pos_payment,domestic,12,mobile,10,3361,1,1
6043.19,pos_payment,local,17,mobile,8,2689,0,0
12511.81,crypto_transfer,local,20,tablet,6,1947,1,0
10219.94,atm_withdrawal,domestic,11,tablet,6,1530,0,0
2878.82,pos_payment,domestic,9,mobile,4,1842,0,0
2631.93,pos_payment,local,9,desktop,5,2120,1,1
12179.82,crypto_transfer,local,7,mobile,8,2815,0,1
3970.68,crypto_transfer,local,11,mobile,7,992,1,1
13699.28,atm_withdrawal,domestic,6,tablet,7,3209,1,0
2100.83,crypto_transfer,domestic,7,mobile,4,1103,0,0
10165.63,online_purchase,domestic,9,desktop,8,1497,0,0
12217.11,atm_withdrawal,domestic,8,tablet,5,3631,0,1
3528.85,pos_payment,domestic,16,tablet,4,1286,0,1
4143.11,online_purchase,local,7,desktop,10,1026,1,0
14467.78,atm_withdrawal,domestic,18,tablet,6,2594,0,0
3968.96,pos_payment,local,9,desktop,7,1878,1,0
6449.36,pos_payment,local,7,mobile,11,999,0,1
6487.73,online_purchase,domestic,6,mobile,5,742,0,1
3795.52,atm_withdrawal,domestic,16,tablet,10,962,1,0
11636.87,online_purchase,local,9,tablet,8,2257,0,1
11577.74,pos_payment,domestic,13,desktop,8,1405,1,1
5674.77,atm_withdrawal,domestic,7,tablet,4,3001,1,1
12526.89,pos_payment,local,19,tablet,2,3234,1,0
3196.12,pos_payment,local,7,desktop,6,1154,0,0
64.59,crypto_transfer,local,11,mobile,2,1715,0,1
8567.51,online_purchase,domestic,18,tablet,3,1159,1,1
14911.17,crypto_transfer,domestic,9,tablet,7,1568,0,0
579.66,online_purchase,domestic,9,mobile,8,1429,1,0
3119.97,online_purchase,local,17,tablet,3,3028,1,1
7783.72,online_purchase,domestic,10,mobile,8,1739,1,1
12149.11,online_purchase,domestic,6,tablet,10,2177,1,0
1335.63,crypto_transfer,domestic,12,desktop,9,2698,1,0
5928.52,online_purchase,local,6,tablet,9,3131,0,1
11206.14,pos_payment,domestic,18,tablet,8,1610,1,1
5573.15,atm_withdrawal,domestic,15,desktop,4,1342,1,1
2832.55,online_purchase,local,14,mobile,5,3587,0,0
2932.44,atm_withdrawal,local,9,tablet,10,1665,1,0
6150.73,online_purchase,local,15,desktop,8,2690,0,0
7191.26,atm_withdrawal,local,15,desktop,9,2710,0,0
12927.22,pos_payment,domestic,7,mobile,11,2231,1,0
9633.79,pos_payment,local,18,mobile,4,1398,1,1
10356.03,atm_withdrawal,local,14,desktop,5,1144,0,1
14744.81,crypto_transfer,domestic,17,desktop,8,2152,1,0
6177.65,pos_payment,local,9,desktop,2,2222,0,1
6050.32,atm_withdrawal,local,7,desktop,7,2988,0,0
13850.2,atm_withdrawal,domestic,15,tablet,9,2803,0,1
3688.13,online_purchase,local,17,tablet,7,3393,1,0
10947.23,crypto_transfer,local,11,desktop,5,3565,0,0
11318.6,crypto_transfer,local,6,tablet,8,2856,0,1
1466.82,atm_withdrawal,local,17,desktop,3,954,1,0
7023.47,pos_payment,domestic,9,desktop,10,1913,0,0
3008.44,pos_payment,local,10,desktop,3,2508,0,1
2780.63,pos_payment,local,14,tablet,10,2454,0,1
6957.42,online_purchase,domestic,7,mobile,6,1260,1,0
4341.45,crypto_transfer,domestic,7,desktop,6,2433,1,0
11940.91,crypto_transfer,local,6,mobile,6,1752,1,1
13614.07,crypto_transfer,local,18,desktop,4,1720,0,0
12040.81,crypto_transfer,domestic,10,tablet,6,3165,0,0
3990.46,crypto_transfer,domestic,15,desktop,9,1963,1,0
4112.02,pos_payment,domestic,19,mobile,9,2270,0,1
3820.93,online_purchase,local,15,tablet,3,2374,0,1
2025.57,atm_withdrawal,local,13,tablet,8,2374,0,1
14156.98,online_purchase,domestic,13,desktop,10,1353,0,0
6030.72,online_purchase,domestic,11,mobile,9,2481,0,0
3370.34,crypto_transfer,domestic,14,desktop,6,1708,1,0
12700.07,crypto_transfer,local,19,tablet,2,2643,0,0
5987.93,pos_payment,domestic,17,desktop,10,1156,1,0
526.75,pos_payment,local,12,mobile,5,3633,0,1
2429.12,online_purchase,domestic,10,mobile,5,2985,1,1
9588.76,online_purchase,domestic,18,tablet,9,1949,1,0
11743.58,crypto_transfer,domestic,8,desktop,4,1611,1,1
3164.02,atm_withdrawal,local,17,tablet,9,1863,0,1
13760.93,pos_payment,domestic,9,desktop,3,2836,1,1
12764.96,atm_withdrawal,domestic,16,mobile,9,2644,0,1
12725.71,online_purchase,domestic,17,desktop,10,2780,1,0
3414.92,crypto_transfer,local,12,tablet,11,3326,1,0
758.04,crypto_transfer,domestic,8,desktop,10,2063,1,0
13011.35,pos_payment,local,17,desktop,10,2685,1,1
4587.0,atm_withdrawal,local,11,desktop,4,2020,1,1
9283.75,pos_payment,local,10,desktop,11,2594,1,0
11399.5,crypto_transfer,local,13,mobile,10,2117,0,0
1924.4,pos_payment,local,12,mobile,7,2998,0,1
11712.58,atm_withdrawal,domestic,15,mobile,6,746,1,0
14077.67,atm_withdrawal,local,8,tablet,3,1361,1,0
10925.62,pos_payment,local,12,desktop,7,1596,0,1
6618.34,atm_withdrawal,local,18,tablet,8,3491,0,1
13150.17,pos_payment,local,6,mobile,6,2211,1,0
7911.86,online_purchase,domestic,12,mobile,6,1794,0,0
11171.56,online_purchase,domestic,15,tablet,7,1911,0,0
12307.59,crypto_transfer,local,18,tablet,2,2050,0,0
11240.29,atm_withdrawal,domestic,14,desktop,10,3264,0,0
4317.82,atm_withdrawal,domestic,17,mobile,5,3540,1,0
1767.66,pos_payment,domestic,9,tablet,3,3195,0,1
3575.08,atm_withdrawal,local,11,mobile,2,3188,0,0
7543.12,crypto_transfer,local,19,desktop,10,1312,1,0
7579.15,online_purchase,domestic,18,desktop,10,1515,0,1
8739.67,crypto_transfer,domestic,13,tablet,3,2471,0,1
5926.53,online_purchase,domestic,12,mobile,3,2646,0,0
11803.37,atm_withdrawal,domestic,12,mobile,6,1323,0,0
13697.31,pos_payment,local,7,mobile,4,2909,1,0
3700.88,crypto_transfer,domestic,18,mobile,8,1315,0,1
11047.85,online_purchase,domestic,17,desktop,2,1499,0,0
10169.58,pos_payment,local,12,tablet,7,1626,0,1
7846.36,online_purchase,domestic,10,mobile,5,3200,0,0
2827.95,online_purchase,domestic,10,desktop,6,2868,0,1
11928.48,crypto_transfer,domestic,7,mobile,6,2280,0,0
14409.39,pos_payment,domestic,16,mobile,3,3124,0,0
10827.54,atm_withdrawal,domestic,13,tablet,4,3104,0,0
13767.9,pos_payment,domestic,9,mobile,3,1869,1,1
14762.78,atm_withdrawal,domestic,14,desktop,3,3012,0,1
5280.76,atm_withdrawal,local,19,tablet,11,1333,0,0
9573.35,atm_withdrawal,local,7,tablet,4,2200,1,1
7108.99,atm_withdrawal,local,12,mobile,5,1076,0,1
14799.43,crypto_transfer,local,13,desktop,3,1977,1,1
1407.12,atm_withdrawal,local,8,tablet,9,2250,0,1
6185.62,atm_withdrawal,domestic,13,desktop,10,964,0,0
13133.09,pos_payment,local,14,mobile,9,2081,1,0
4260.77,crypto_transfer,local,8,mobile,7,2633,0,1
11816.89,atm_withdrawal,domestic,8,tablet,9,2523,0,1
5741.75,crypto_transfer,local,18,tablet,6,889,1,1
14699.68,atm_withdrawal,domestic,10,mobile,10,1009,1,1
13252.95,pos_payment,domestic,14,mobile,9,1756,0,1
4519.81,crypto_transfer,domestic,14,mobile,2,3191,1,0
11552.9,atm_withdrawal,local,17,mobile,6,3270,0,0
5052.85,online_purchase,local,16,tablet,4,1635,1,1
9095.44,pos_payment,domestic,17,tablet,3,2829,0,0
9877.21,online_purchase,domestic,14,mobile,9,2416,1,1
12443.93,atm_withdrawal,local,12,tablet,2,3602,0,0
366.76,crypto_transfer,domestic,11,tablet,8,1007,1,1
3302.37,atm_withdrawal,domestic,11,desktop,11,2330,0,0
10678.77,pos_payment,local,12,tablet,6,2461,1,0
8452.85,pos_payment,domestic,8,mobile,5,1629,1,1
7434.08,online_purchase,local,12,tablet,7,868,1,0
828.15,atm_withdrawal,local,11,mobile,9,883,1,0
5224.14,pos_payment,domestic,6,tablet,4,2055,0,1
12976.5,online_purchase,local,10,desktop,4,2752,1,0
463.39,atm_withdrawal,domestic,16,mobile,7,2775,0,1
5946.54,atm_withdrawal,domestic,14,tablet,10,1259,1,0
14177.22,crypto_transfer,local,17,tablet,5,3235,1,1
763.21,online_purchase,domestic,13,desktop,5,1832,0,0
11245.59,crypto_transfer,local,18,mobile,11,3546,0,1
3864.19,atm_withdrawal,local,17,mobile,4,1076,1,0
12999.13,pos_payment,domestic,7,tablet,3,3173,1,1
11191.02,pos_payment,domestic,19,mobile,7,3382,1,0
13285.58,atm_withdrawal,domestic,6,tablet,2,3132,1,1
3238.87,crypto_transfer,local,14,desktop,4,3092,0,1
7969.39,online_purchase,local,17,tablet,7,1786,1,0
11689.05,online_purchase,domestic,10,tablet,8,2813,1,0
3685.5,crypto_transfer,local,14,tablet,6,2422,1,1
3461.19,pos_payment,local,11,mobile,5,1970,1,1
407.73,crypto_transfer,domestic,7,tablet,7,3630,1,1
14377.73,atm_withdrawal,local,6,mobile,8,1579,1,1
10650.25,online_purchase,local,7,tablet,9,1937,1,0
9533.41,online_purchase,local,7,mobile,9,3366,1,1
11159.92,atm_withdrawal,domestic,14,tablet,8,1574,1,1
7974.19,online_purchase,domestic,13,mobile,10,1177,0,1
7142.01,crypto_transfer,domestic,12,desktop,9,1636,0,0
6742.98,online_purchase,local,15,desktop,3,2947,1,0
9606.59,crypto_transfer,local,6,tablet,10,3241,1,0
3023.02,online_purchase,domestic,9,mobile,10,1065,1,1
13320.88,online_purchase,local,16,mobile,5,2546,1,0
12176.29,atm_withdrawal,domestic,18,desktop,2,2387,0,1
5243.45,online_purchase,domestic,12,mobile,7,2683,0,1
8679.14,atm_withdrawal,domestic,7,tablet,6,2690,1,0
2115.41,atm_withdrawal,domestic,17,mobile,9,3532,1,0
14585.19,pos_payment,domestic,18,tablet,7,1742,0,0
13543.39,pos_payment,local,11,desktop,3,1606,0,1
13828.46,online_purchase,domestic,9,tablet,4,2428,0,1
4982.45,online_purchase,domestic,6,mobile,10,1984,0,0
2537.02,online_purchase,domestic,14,mobile,2,2114,1,0
3176.58,online_purchase,domestic,18,desktop,8,933,0,0
1350.02,online_purchase,domestic,15,mobile,5,1164,0,1
1801.66,atm_withdrawal,domestic,10,mobile,6,3461,1,1
1069.57,pos_payment,local,15,mobile,7,930,1,0
14847.35,atm_withdrawal,domestic,17,tablet,4,2454,1,0
1110.87,atm_withdrawal,domestic,12,tablet,8,2934,0,0
1988.13,atm_withdrawal,local,17,mobile,8,765,0,1
12408.82,pos_payment,domestic,11,mobile,3,1381,0,1
8703.6,atm_withdrawal,domestic,11,desktop,5,1832,1,0
11616.26,online_purchase,local,14,desktop,9,2210,0,1
9463.68,atm_withdrawal,local,12,tablet,8,1728,1,0
13232.63,online_purchase,domestic,19,mobile,7,2625,1,1
9577.01,atm_withdrawal,local,13,desktop,9,1392,1,0
7831.88,crypto_transfer,local,11,mobile,3,805,0,1
10691.25,atm_withdrawal,domestic,11,mobile,3,735,0,0
6710.89,online_purchase,local,13,tablet,8,1739,1,1
5190.96,pos_payment,local,11,desktop,8,1787,0,1
7014.79,online_purchase,domestic,16,desktop,9,3500,1,0
2545.71,online_purchase,local,11,mobile,4,862,0,1
11948.58,online_purchase,domestic,11,desktop,7,2278,1,1
3910.56,crypto_transfer,domestic,14,desktop,8,2418,1,0
2302.97,crypto_transfer,domestic,7,tablet,4,2772,0,0
3695.28,pos_payment,domestic,15,desktop,7,2595,1,1
12631.05,pos_payment,domestic,13,mobile,8,755,1,0
4953.02,pos_payment,local,12,tablet,4,2575,1,0
10290.75,pos_payment,domestic,16,mobile,5,1672,0,1
12846.14,pos_payment,local,16,tablet,4,2987,0,1
1166.17,crypto_transfer,domestic,17,desktop,10,1281,1,0
11475.37,pos_payment,domestic,11,tablet,4,2822,0,0
4614.98,online_purchase,local,10,desktop,3,2557,1,1
3249.34,atm_withdrawal,local,16,desktop,2,2635,0,0
10333.52,crypto_transfer,domestic,14,desktop,2,1244,1,0
13646.95,atm_withdrawal,local,14,mobile,4,2684,0,0
4425.29,online_purchase,local,13,mobile,7,2882,1,0
8532.51,crypto_transfer,local,16,tablet,2,2159,0,1
4347.51,pos_payment,domestic,8,tablet,5,1724,0,0
8314.28,pos_payment,domestic,13,tablet,2,1217,0,0
9327.93,atm_withdrawal,domestic,8,mobile,6,1577,1,1
9155.03,online_purchase,domestic,11,desktop,2,2961,0,1
9353.2,atm_withdrawal,local,15,desktop,7,1926,1,1
2026.2,atm_withdrawal,local,13,tablet,8,2782,0,1
10403.11,crypto_transfer,domestic,11,desktop,8,2891,1,0
10121.26,atm_withdrawal,domestic,18,tablet,4,2699,1,0
10238.82,online_purchase,domestic,16,tablet,10,2697,0,0
1111.06,atm_withdrawal,domestic,13,desktop,8,2514,0,1
6702.58,crypto_transfer,domestic,19,desktop,2,2244,0,0
6135.53,atm_withdrawal,domestic,12,desktop,6,1308,1,1
1300.67,atm_withdrawal,domestic,17,tablet,9,3191,1,0
3335.52,pos_payment,domestic,8,desktop,5,3546,0,1
6614.44,pos_payment,domestic,10,mobile,5,2093,1,1
11143.59,atm_withdrawal,domestic,10,desktop,8,3455,1,1
3555.93,crypto_transfer,domestic,7,desktop,2,3644,1,1
12446.25,pos_payment,domestic,13,tablet,11,2150,1,0
8186.97,online_purchase,local,8,tablet,4,2845,1,0
11406.33,atm_withdrawal,local,15,mobile,2,2610,1,0
7088.34,crypto_transfer,domestic,8,desktop,2,1423,1,0
7487.91,atm_withdrawal,domestic,7,mobile,6,868,0,1
9295.79,pos_payment,domestic,19,desktop,10,2054,1,1
13919.56,pos_payment,domestic,15,tablet,9,3029,1,1
7377.19,pos_payment,local,19,tablet,10,1680,1,0
7929.86,crypto_transfer,domestic,13,mobile,7,3021,0,0
9029.95,online_purchase,domestic,6,mobile,6,2642,1,0
11062.73,pos_payment,domestic,14,tablet,5,2761,0,0
1077.76,pos_payment,domestic,13,desktop,2,1565,1,1
7735.31,online_purchase,local,6,desktop,10,2103,0,0
7223.87,pos_payment,domestic,18,tablet,6,1261,1,0
13825.27,online_purchase,domestic,14,tablet,6,1451,0,1
7402.6,atm_withdrawal,domestic,16,tablet,7,993,0,0
7024.81,atm_withdrawal,domestic,13,tablet,9,1101,0,1
14433.0,online_purchase,local,14,tablet,4,1345,0,0
6758.65,crypto_transfer,domestic,9,tablet,8,2425,0,1
2713.27,online_purchase,domestic,19,tablet,8,2019,1,1
3253.74,atm_withdrawal,local,11,desktop,9,1510,1,0
1427.81,crypto_transfer,domestic,8,mobile,2,3245,1,0
8.52,crypto_transfer,local,7,tablet,3,2264,1,0
